Industry,type,ISIN,Access & Affordability,Community Rights & Relations,Customer Welfare,Data Security & Customer Privacy,Ethics & Compliance,Labor & Employment Practices,Marketing & Labeling,Occupational Health & Safety Management,Operational Risk Management,Product Quality Management,Social Supply Chain Management,SOCIAL SCORE,Mean Social,Access & Affordability Classification,Community Rights & Relations Classification,Customer Welfare Classification,Data Security & Customer Privacy Classification,Ethics & Compliance Classification,Labor & Employment Practices Classification,Marketing & Labeling Classification,Occupational Health & Safety Management Classification,Operational Risk Management Classification,Product Quality Management Classification,Social Supply Chain Management Classification
Semiconductors,Social,JP3152720003,,0.0,,,1.097493768,0.0,,3.0,,3.0,,2.06852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US4611471008,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US44980X1090,,10.0,,,10.0,0.0,,10.0,,0.0,,5.799999999999999,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,GB0009619924,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0003014007,,10.0,,,10.0,6.263968945,,10.0,,0.0,,6.8022350311999995,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,JP3735300000,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,JP3389680004,,0.0,,,0.0,0.0,,3.0,,0.0,,1.08,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE000001F05,,10.0,,,10.0,6.952141285,,3.0,,3.0,,5.1723426056,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,CNE000000N97,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,TW0005285001,,10.0,,,1.097493768,0.0,,3.0,,0.0,,1.5885238159200001,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE0000017L3,,0.0,,,0.0,0.0,,3.0,,0.0,,1.08,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0006552003,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002375003,,0.0,,,3.0,0.0,,10.0,,0.0,,4.17,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,JP3281610000,,0.0,,,0.0,0.0,,3.0,,0.0,,1.08,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002449006,,10.0,,,3.0,0.087589182,,3.0,,3.0,,2.74401426912,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US4824801009,,10.0,,,3.0,4.828631401,,3.0,,0.0,,2.72258102416,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US5012421013,,10.0,,,3.0,0.0,,10.0,,0.0,,4.47,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,US5128071082,,10.0,,,7.949489594,3.716969013,,10.0,,0.0,,6.00511806494,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,JP3979200007,,10.0,,,0.0,0.0,,3.0,,3.0,,2.16,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0003346003,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US5184151042,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0003588000,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,KR7058470006,,10.0,,,7.949489594,0.0,,3.0,,0.0,,2.89040302286,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002472008,,0.0,,,1.097493768,0.0,,3.0,,3.0,,2.06852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0002369006,,10.0,,,1.097493768,0.011519077,,3.0,,3.0,,2.3703668682400005,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0004979000,,10.0,,,1.097493768,0.675449073,,3.0,,3.0,,2.4765956676,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US55405Y1001,,10.0,,,3.0,1.940604448,,3.0,,0.0,,2.26049671168,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002337003,,10.0,,,9.399690628,3.198372602,,10.0,,3.0,,6.97768083564,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,US55933J2033,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,MYL3867OO008,,10.0,,,3.678557396,0.0,,10.0,,0.0,,4.59892590524,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,US5738741041,,10.0,,,10.0,2.096455574,,10.0,,3.0,,6.915432891839999,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,US57776J1007,,0.0,,,3.0,3.476796627,,3.0,,0.0,,2.20628746032,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE100003QK4,,10.0,,,10.0,2.915313005,,3.0,,3.0,,4.5264500808,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0003527008,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002454006,,10.0,,,7.949489594,5.40910244,,3.0,,0.0,,3.75585941326,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3920860008,,10.0,,,0.0,0.0,,0.0,,0.0,,0.3,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,BE0165385973,,10.0,,,7.949489594,1.835154533,,3.0,,0.0,,3.18402774814,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US5950171042,,10.0,,,1.097493768,0.0,,10.0,,0.0,,4.10852381592,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,US5951121038,,10.0,,,7.949489594,2.357774258,,8.57006073,,3.0,,6.0528687669400005,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,JP3750400008,,0.0,,,0.0,0.0,,3.0,,3.0,,1.86,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3910570005,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002464005,,0.0,,,9.399690628,2.256567001,,3.0,,3.0,,4.00699193948,3.101456684647021,NaN,Below Median,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US55306N1046,,10.0,,,10.0,0.0,,3.0,,0.0,,3.28,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE100001X19,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,US6098391054,,10.0,,,3.0,5.537348747,,3.0,,0.0,,2.8359757995200003,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE100003MN7,,10.0,,,1.097493768,0.0,,3.0,,3.0,,2.36852381592,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0002434008,,0.0,,,1.097493768,0.0,,3.0,,3.0,,2.06852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,DE0006627201,,0.0,,,0.0,0.0,,3.0,,0.0,,1.08,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,SE0000375115,,10.0,,,3.0,5.161934376,,3.0,,0.0,,2.77590950016,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US63010N1054,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,TW0002408002,,10.0,,,10.0,7.086747169,,10.0,,3.0,,7.7138795470399995,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,CNE1000040F5,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,CNE100000ML7,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US64118P1093,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0003317004,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3686200001,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3725200004,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3701200002,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,NO0003055501,,10.0,,,7.949489594,4.327973843,,3.0,,3.0,,4.36287883774,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,IL0010845571,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0003034005,,10.0,,,9.399690628,5.672248363,,10.0,,2.962962866,,7.36387130256,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0004919006,,10.0,,,10.0,3.51033926,,10.0,,3.0,,7.1416542816,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,US6294452064,,10.0,,,1.097493768,0.0,,3.0,,0.0,,1.5885238159200001,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US67066G1040,,10.0,,,3.0,6.718251228,,3.0,,3.970274925,,4.0571916769800005,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,NL0009538784,,10.0,,,7.949489594,6.728621483,,10.0,,3.0,,7.26698246014,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,JP3193600008,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US6821891057,,10.0,,,7.949489594,2.387726307,,7.69034481,,8.022871017,,7.0469098279999995,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,US6833441057,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002329000,,10.0,,,9.399690628,0.241770506,,7.69034481,,3.0,,5.67314863188,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,JP3200400004,,10.0,,,1.097493768,0.0,,3.0,,0.0,,1.5885238159200001,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,DE000LED4000,,10.0,,,7.949489594,1.579926848,,10.0,,0.0,,5.663191318539999,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Leading,NaN
Semiconductors,Social,US68989M2026,,10.0,,,0.0,0.0,,3.0,,0.0,,1.3800000000000001,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002481009,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US7013543001,,0.0,,,1.097493768,0.0,,0.0,,0.0,,0.20852381592000002,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,US71360T2006,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0008299009,,10.0,,,10.0,7.071798801,,3.0,,3.0,,5.19148780816,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US7194051022,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,CNE100005998,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US72581M3051,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US7392761034,,10.0,,,1.097493768,0.0,,3.0,,0.0,,1.5885238159200001,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0006770001,,10.0,,,10.0,7.341101646,,10.0,,3.0,,7.75457626336,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0006239007,,10.0,,,10.0,0.0,,7.392361641,,3.0,,5.64125019076,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0006173008,,10.0,,,10.0,0.0,,7.69034481,,3.0,,5.7485241316,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,DE0007461006,,10.0,,,3.0,6.324007511,,3.0,,3.0,,3.7418412017600007,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US74736K1016,,10.0,,,3.0,0.0,,3.0,,7.079306126,,3.79061959276,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US7475251036,,10.0,,,7.949489594,6.48490715,,10.0,,6.52704525,,8.14501993186,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,US74837P4054,,0.0,,,1.097493768,0.0,,0.0,,0.0,,0.20852381592000002,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,US7509171069,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0002379005,,10.0,,,10.0,0.0,,10.0,,10.0,,8.399999999999999,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0002302007,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3164720009,,10.0,,,3.0,4.844121933,,3.0,,3.0,,3.5050595092800005,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US7631651079,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0004968003,,10.0,,,10.0,0.482814372,,10.0,,3.0,,6.65725029952,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,TW0008104001,,10.0,,,1.097493768,0.0,,10.0,,3.0,,4.88852381592,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,ES0105225009,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,CNE100003RK2,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,JP3982800009,,10.0,,,10.0,4.370297909,,3.0,,3.0,,4.75924766544,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3982200002,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,JP3976200000,,0.0,,,0.0,0.0,,3.0,,0.0,,1.08,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3975410006,,0.0,,,1.097493768,5.747056484,,3.0,,0.0,,2.20805285336,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3322950001,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,CNE000000KB3,,0.0,,,0.0,0.0,,3.0,,0.0,,1.08,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3329600005,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,DE0005156236,,10.0,,,3.678557396,0.0,,3.0,,0.0,,2.07892590524,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0003583001,,10.0,,,10.0,1.726912618,,3.0,,0.0,,3.55630601888,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3494600004,,10.0,,,7.949489594,0.0,,3.0,,3.0,,3.6704030228600004,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0002351004,,10.0,,,7.949489594,0.0,,6.479894161,,3.0,,4.923164920820001,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Above Median,NaN,Above Median,NaN
Semiconductors,Social,JP3418400002,,10.0,,,1.097493768,0.0,,3.0,,3.0,,2.36852381592,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,US8168501018,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CH0406705126,,0.0,,,9.399690628,0.0,,3.0,,0.0,,2.86594121932,3.101456684647021,NaN,Below Median,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,KR7046890000,,10.0,,,3.0,0.0,,3.0,,0.0,,1.9500000000000002,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US8173232070,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,CNE100002NT4,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,CNE000000XB6,,0.0,,,3.0,4.606800079,,3.0,,0.0,,2.38708801264,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE100000510,,0.0,,,7.949489594,5.088274956,,3.0,,0.0,,3.4045270158200003,3.101456684647021,NaN,Below Median,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,CNE100002G84,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,CNE100000Q50,,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Below Median,NaN,Leading,NaN
Semiconductors,Social,JP3355000005,,10.0,,,1.097493768,0.0,,3.0,,0.0,,1.5885238159200001,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,JP3371600002,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,JP3375800004,,10.0,,,10.0,0.0,,3.0,,0.0,,3.28,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,KYG811801045,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0006257009,,10.0,,,3.0,0.0,,3.0,,3.0,,2.7300000000000004,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Above Median,NaN
Semiconductors,Social,TW0002363009,,0.0,,,3.0,0.0,,3.0,,0.0,,1.6500000000000001,3.101456684647021,NaN,Below Median,NaN,NaN,Leading,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US8269191024,,10.0,,,3.0,2.869877338,,3.0,,0.0,,2.40918037408,3.101456684647021,NaN,Leading,NaN,NaN,Leading,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,US82706C1080,,10.0,,,1.097493768,0.0,,3.0,,0.0,,1.5885238159200001,3.101456684647021,NaN,Leading,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0003530002,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0003288007,,0.0,,,1.097493768,0.0,,3.0,,0.0,,1.28852381592,3.101456684647021,NaN,Below Median,NaN,NaN,Below Median,Leading,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,DE000WAF3001,,10.0,,,7.949489594,7.19960165,,3.0,,0.0,,4.04233928686,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Leading,NaN
Semiconductors,Social,TW0005483002,,10.0,,,10.0,2.532415152,,3.0,,3.0,,4.46518642432,3.101456684647021,NaN,Leading,NaN,NaN,Above Median,Above Median,NaN,Leading,NaN,Above Median,NaN
